1	1.0	1.0
2	1.0058249255	1.0102442053
3	0.9911431939	1.0001217151
4	0.9975482505	1.0030209653
5	1.0004977217	0.9997677178
6	0.993079124	1.0088345477
7	1.0011621115	1.0025020282
8	0.9866557338	0.9986315153
9	1.0101660865	1.0044899024
10	0.9875468668	0.9996286911
11	1.0068801644	1.0052208469
12	0.9941250413	1.0175882625
13	1.0045747695	1.0075825982
14	0.9973451935	1.0125374553
15	1.0002283665	1.0107866486
16	0.9982199454	1.0045035495
17	1.0028050194	1.0079226301
18	1.0069415529	1.0143089869
19	1.0029774927	1.0204702487
20	1.0157168407	1.0093144609
21	1.0065993543	1.0125216401
22	0.9977074428	1.0097752946
23	0.9984204981	1.0069165851
24	0.991415682	1.011154869
25	0.9982064508	1.0104024048
26	0.9957483809	0.9977914088
27	1.0011966986	1.0244269532
28	1.0008570131	1.0043665668
29	1.0013378149	1.0223718156
30	1.002326661	1.0082261333
31	1.0139741192	1.0304766145
32	1.0	1.0
