1	1.0	1.0
2	0.9506853203	0.9342435846
3	0.9541226327	0.9433752843
4	0.979828349	0.9699973073
5	0.9768861767	0.969522017
6	0.9894807838	0.9964777519
7	0.9892416826	0.9790522807
8	0.9881848164	0.9949199238
9	1.0081735541	1.0006194878
10	0.9923527839	1.0004598963
11	1.000178857	1.0067956226
12	0.9928969479	0.995118995
13	0.9900679881	0.995430201
14	0.9913157637	1.0008178793
15	0.9908730062	1.0040722723
16	0.9962527913	0.9932104965
17	0.9880850591	0.9814883467
18	1.0026336526	0.9815198526
19	0.9896775813	0.9945444911
20	1.0172644046	0.9907216995
21	1.0122641613	1.0035025886
22	1.0206828608	1.0090901098
23	1.0251107159	1.0141302521
24	1.0357242326	1.0245499945
25	1.0371422026	1.0223185357
26	1.0436009094	1.0305096875
27	1.0428298597	1.0323631926
28	1.0483063363	1.0263982588
29	1.0426142639	1.0447013014
30	1.0468697691	1.040501011
31	1.0268816131	1.0458684023
32	1.0	1.0
